Població de fet per municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDTaula,306,,,"1497,1515 i 1553  es refereix a focs",,,,,,,,,,,,,,,,,,,,,,,,,
Font,Censos i padrons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Àmbit,Catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escala,Municipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Període,1497-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variables,Nom,Classificació,Descripció,,,,,,,,,,,,,,,,,,,,,,,,,,
,Provincia,ProvinciaCat,Província,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comarca,Comarca41,comarca,,,,,,,,,,,,,,,,,,,,,,,,,,
,Municipi,MunicipiCatHist,Municipi,,,,,,,,,,,,,,,,,,,,,,,,,,
,Any,Any1497-91,Any,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dades,A19:E23569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVINCIA,COMARCA,MUNICIPI,ANY,POBLACIÓ,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1940,1832,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1945,1787,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1950,1713,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1955,1680,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1960,1859,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1965,2433,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1970,2682,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1975,2997,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1981,3001,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1986,3410,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17092,1991,3500,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1497,56,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1515,64,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1553,70,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1717,763,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1787,1014,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1857,1880,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1860,1874,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1877,1649,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1887,1410,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1900,1295,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1910,1283,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1920,1219,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1930,1003,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1936,998,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1940,770,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1945,770,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1950,784,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1955,742,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1960,728,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1965,731,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1970,691,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1975,679,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1981,643,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1986,677,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17093,1991,783,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1497,55,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1515,40,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1553,72,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1717,680,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1787,777,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1857,968,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1860,903,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1877,1070,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1887,1236,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1900,941,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1910,994,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1920,877,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1930,743,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1936,804,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1940,723,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1945,685,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1950,755,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1955,740,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1960,755,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1965,797,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1970,856,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1975,788,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1981,921,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1986,930,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17094,1991,901,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1497,52,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1515,84,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1553,88,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1717,819,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1787,2573,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1857,4170,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1860,4029,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1877,3591,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1887,3318,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1900,3242,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1910,3249,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1920,2955,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1930,3003,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1936,3330,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1940,3083,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1945,3099,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1950,3159,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1955,3273,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1960,3627,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1965,4626,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1970,7064,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1975,8168,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1981,10480,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1986,14788,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17095,1991,22504,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1497,46,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1515,45,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1553,60,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1717,904,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1787,978,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1857,1831,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1860,1785,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1877,1374,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1887,1249,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1900,1185,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1910,1309,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1920,1493,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1930,1486,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1936,1386,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1940,1183,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1945,1171,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1950,1127,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1955,1146,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1960,910,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1965,693,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1970,627,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1975,528,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1981,500,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1986,402,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17096,1991,362,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1497,51,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1515,54,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1553,46,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1717,192,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1787,262,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1857,614,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1860,614,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1877,537,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1887,922,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1900,865,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1910,890,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1920,821,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1930,422,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1936,384,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1940,392,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1945,370,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1950,369,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1955,340,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1960,313,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1965,306,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1970,252,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1975,208,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1981,202,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1986,203,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,17097,1991,179,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1497,47,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1515,45,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1553,50,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1717,246,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1787,253,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1857,926,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1860,903,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1877,887,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1887,809,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1900,708,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1910,805,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1920,773,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1930,691,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1936,694,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1940,682,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1945,662,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1950,656,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1955,652,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1960,578,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1965,547,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1970,500,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1975,419,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1981,385,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1986,372,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17098,1991,325,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1515,14,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1553,16,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1717,154,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1787,377,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1857,391,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1860,341,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1877,304,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1887,338,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1900,296,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1910,243,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1920,231,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1930,158,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1936,172,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1940,154,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1945,144,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1950,167,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1955,151,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1960,132,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1965,119,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1970,80,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1975,73,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1981,64,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1986,64,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,17099,1991,61,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1497,11,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1515,6,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1553,12,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1717,153,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1787,297,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1857,538,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1860,511,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1877,521,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1887,437,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1900,399,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1910,445,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1920,392,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1930,350,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1936,371,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1940,343,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1945,349,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1950,328,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1955,316,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1960,293,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1965,298,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1970,291,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1975,282,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1981,259,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1986,262,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17100,1991,257,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1497,24,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1515,28,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1553,30,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1717,209,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1787,510,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1857,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1860,1005,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1877,809,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1887,771,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1900,725,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1910,767,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1920,771,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1930,728,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1936,699,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1940,712,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1945,702,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1950,698,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1955,663,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1960,618,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1965,682,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1970,603,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1975,533,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1981,494,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1986,466,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17101,1991,477,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1497,27,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1515,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1553,37,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1717,453,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1787,1484,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1857,1832,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1860,1876,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1877,1569,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1887,1609,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1900,1670,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1910,1641,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1920,1537,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1930,1273,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1936,1252,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1940,1061,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1945,1041,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1950,1134,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1955,1007,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1960,926,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1965,870,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1970,872,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1975,837,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1981,800,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1986,743,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17102,1991,690,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1497,70,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1515,88,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1553,104,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1717,260,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1787,934,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1857,2138,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1860,2671,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1877,1868,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1887,2001,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1900,1462,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1910,1802,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1920,1785,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1930,1653,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1936,1629,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1940,1671,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1945,1559,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1950,1558,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1955,1628,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1960,1557,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1965,1500,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1970,1525,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1975,1719,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1981,2134,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1986,2479,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,17103,1991,2954,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1515,42,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1553,36,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1717,358,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1787,1183,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1857,1511,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1860,1516,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1877,1329,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1887,1256,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1900,1042,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1910,1059,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1920,1095,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1930,1054,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1936,1043,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1940,947,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1945,967,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1950,954,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1955,911,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1960,804,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1965,697,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1970,569,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1975,503,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1981,394,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1986,359,,,,,,,,,,,,,,,,,,,,,,,,,
17,19,17105,1991,340,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1497,13,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1515,26,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1553,28,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1717,122,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1787,173,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1857,453,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1860,456,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1877,485,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1887,403,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1900,343,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1910,366,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1920,364,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1930,305,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1936,319,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1940,308,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1945,308,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1950,288,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1955,262,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1960,248,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1965,245,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1970,233,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1975,205,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1981,177,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1986,178,,,,,,,,,,,,,,,,,,,,,,,,,
17,2,17106,1991,180,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1497,22,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1515,32,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1553,33,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1717,380,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1787,875,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1857,1094,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1860,1009,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1877,916,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1887,984,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1900,996,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1910,1048,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1920,967,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1930,883,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1936,878,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1940,764,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1945,750,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1950,750,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1955,692,,,,,,,,,,,,,,,,,,,,,,,,,
17,31,17107,1960,637,,,,,,,,,,,,,,,,,,,,,,,,,
